time_merge_log,odom_pos_x,odom_pos_y,odom_pos_z,odom_ori_x,odom_ori_y,odom_ori_z,odom_ori_w,odom_linear_x,odom_linear_y,odom_linear_z,odom_angular_x,odom_angular_y,odom_angular_z,odom_jarak_cm,odom_heading_deg,odom_timestamp,loadcell_berat_kg,loadcell_timestamp,interval_s,elapsed_time_s
1753887438.4653268,3.47468262024661,-0.6227090453476717,0.0,0.0,0.0,0.11600650730797242,0.993248453440631,5.297845495633168e-16,0.0,0.0,0.0,0.0,-1.6758816556716737e-14,353.0,13.323364485981235,1753887438.4582317,30.100000381469727,1753887438.3954048,0.051506996154785156,0.9551753997802734
1753887438.5140412,3.47468262024661,-0.6227090453476717,0.0,0.0,0.0,0.11600650730797242,0.993248453440631,5.297845495633168e-16,0.0,0.0,0.0,0.0,-1.6758816556716737e-14,353.0,13.323364485981235,1753887438.496796,30.100000381469727,1753887438.3954048,0.048714399337768555,1.003889799118042
1753887438.5638573,3.47468262024661,-0.6227090453476717,0.0,0.0,0.0,0.11600650730797242,0.993248453440631,5.297845495633168e-16,0.0,0.0,0.0,0.0,-1.6758816556716737e-14,353.0,13.323364485981235,1753887438.5584705,30.100000381469727,1753887438.3954048,0.049816131591796875,1.0537059307098389
1753887438.616163,3.47468262024661,-0.6227090453476717,0.0,0.0,0.0,0.11600650730797242,0.993248453440631,5.297845495633168e-16,0.0,0.0,0.0,0.0,-1.6758816556716737e-14,353.0,13.323364485981235,1753887438.5956745,30.100000381469727,1753887438.3954048,0.05230569839477539,1.1060116291046143
1753887438.6634748,3.47468262024661,-0.6227090453476717,0.0,0.0,0.0,0.11600650730797242,0.993248453440631,5.297845495633168e-16,0.0,0.0,0.0,0.0,-1.6758816556716737e-14,353.0,13.323364485981235,1753887438.6583502,30.100000381469727,1753887438.3954048,0.04731178283691406,1.1533234119415283
1753887438.7251656,3.47468262024661,-0.6227090453476717,0.0,0.0,0.0,0.11600650730797242,0.993248453440631,5.297845495633168e-16,0.0,0.0,0.0,0.0,-1.6758816556716737e-14,353.0,13.323364485981235,1753887438.698236,30.100000381469727,1753887438.3954048,0.0616908073425293,1.2150142192840576
1753887438.7632189,3.47468262024661,-0.6227090453476717,0.0,0.0,0.0,0.11600650730797242,0.993248453440631,5.297845495633168e-16,0.0,0.0,0.0,0.0,-1.6758816556716737e-14,353.0,13.323364485981235,1753887438.7590413,30.100000381469727,1753887438.3954048,0.038053274154663086,1.2530674934387207
1753887438.8133106,3.474996814672432,-0.62263428032539,0.0,0.0,0.0,0.11707572967414556,0.9931229901282451,0.0025695658927708323,0.0,0.0,0.0,0.0,0.01713043928511859,353.03,13.446728971962525,1753887438.795839,30.100000381469727,1753887438.3954048,0.05009174346923828,1.303159236907959
1753887438.865625,3.474996814672432,-0.62263428032539,0.0,0.0,0.0,0.11707572967414556,0.9931229901282451,0.0025695658927708323,0.0,0.0,0.0,0.0,0.01713043928511859,353.03,13.446728971962525,1753887438.8582673,30.100000381469727,1753887438.8521285,0.05231428146362305,1.355473518371582
1753887438.9139652,3.474996814672432,-0.62263428032539,0.0,0.0,0.0,0.11707572967414556,0.9931229901282451,0.0025695658927708323,0.0,0.0,0.0,0.0,0.01713043928511859,353.03,13.446728971962525,1753887438.8964615,30.100000381469727,1753887438.8521285,0.0483403205871582,1.4038138389587402
1753887438.9673548,3.474996814672432,-0.62263428032539,0.0,0.0,0.0,0.11707572967414556,0.9931229901282451,5.297845495633168e-16,0.0,0.0,0.0,0.0,-1.6758816556716737e-14,353.03,13.446728971962525,1753887438.9582684,30.100000381469727,1753887438.8521285,0.053389549255371094,1.4572033882141113
1753887439.0136204,3.474996814672432,-0.62263428032539,0.0,0.0,0.0,0.11707572967414556,0.9931229901282451,5.297845495633168e-16,0.0,0.0,0.0,0.0,-1.6758816556716737e-14,353.03,13.446728971962525,1753887438.9957883,30.100000381469727,1753887438.8521285,0.046265602111816406,1.5034689903259277
1753887439.0703223,3.474996814672432,-0.62263428032539,0.0,0.0,0.0,0.11707572967414556,0.9931229901282451,5.297845495633168e-16,0.0,0.0,0.0,0.0,-1.6758816556716737e-14,353.03,13.446728971962525,1753887439.058522,30.100000381469727,1753887438.8521285,0.0567018985748291,1.5601708889007568
1753887439.1135013,3.474996814672432,-0.62263428032539,0.0,0.0,0.0,0.11707572967414556,0.9931229901282451,5.297845495633168e-16,0.0,0.0,0.0,0.0,-1.6758816556716737e-14,353.03,13.446728971962525,1753887439.0961535,30.100000381469727,1753887438.8521285,0.04317903518676758,1.6033499240875244
1753887439.163763,3.474996814672432,-0.62263428032539,0.0,0.0,0.0,0.11707572967414556,0.9931229901282451,5.297845495633168e-16,0.0,0.0,0.0,0.0,-1.6758816556716737e-14,353.03,13.446728971962525,1753887439.1583173,30.100000381469727,1753887438.8521285,0.050261735916137695,1.653611660003662
